lat&lon,name_of_business,distance_on_4sq,address
48.85154484769_2.3146149516106,Le Boulanger des Invalides Jocteur,56,14 avenue de Villars
48.85154484769_2.3146149516106,Coutume Café,271,"47 rue de Babylone, 7e"
48.85154484769_2.3146149516106,Rodin Museum (Musée Rodin),436,79 rue de Varenne
48.85154484769_2.3146149516106,Restaurant Plume,455,24 rue Pierre Leroux
48.85154484769_2.3146149516106,Le Petit Lutetia,563,107 rue de Sèvres
48.85154484769_2.3146149516106,D'Chez Eux,429,2 avenue de Lowendal 75007
48.85154484769_2.3146149516106,National Residence of the Invalids (Hôtel National des Invalides),601,Esplanade des Invalides
48.85154484769_2.3146149516106,L'Arpège,492,84 rue de Varenne
48.85154484769_2.3146149516106,Musée de l'Armée,569,129 rue de Grenelle
48.85154484769_2.3146149516106,Le Vauban,274,11-15 place Vauban
48.85154484769_2.3146149516106,Auberge Bressane,697,"16 16, avenue de la Motte Picquet"
48.85154484769_2.3146149516106,Le Café de la Grande Épicerie,687,la Grand Épicerie de Paris 38 rue de Sèvres
48.85154484769_2.3146149516106,Coya Paris,789,53 rue de Grenelle
48.85154484769_2.3146149516106,Da Rocco,702,119 rue de Grenelle
48.85154484769_2.3146149516106,Zia,622,22 avenue de Tourville rue Chevert
48.85154484769_2.3146149516106,Kozy Salon Urbain,811,79 avenue Bosquet
48.85154484769_2.3146149516106,Bar Joséphine,916,"45 boulevard Raspail, 6e"
48.85154484769_2.3146149516106,Noglu Grenelle,808,69 rue de Grenelle
48.85154484769_2.3146149516106,Le Bac à Glaces,664,109 rue du Bac
48.85154484769_2.3146149516106,L'Esplanade,794,52 rue Fabert
48.85154484769_2.3146149516106,Maison de l'Amérique Latine,946,217 boulevard Saint-Germain
48.85154484769_2.3146149516106,L'Eclair,864,32 rue Cler
48.85154484769_2.3146149516106,Glaces Amorino,794,42 rue Cler
48.85154484769_2.3146149516106,L'Affable,865,10 rue de Saint-Simon
48.85154484769_2.3146149516106,Noir,935,9 rue de Luynes
48.85154484769_2.3146149516106,Café Varenne,723,"36 rue de Varenne, 75007"
48.85154484769_2.3146149516106,Le Cherche Midi,988,"22 rue du Cherche-Midi, Saint-Germain"
48.85154484769_2.3146149516106,Le Saint Germain,911,62 rue du Bac
48.85154484769_2.3146149516106,Le Petit Cler,910,29 rue Clerc
48.85154484769_2.3146149516106,Le Gatsby,795,64 avenue Bosquet
48.85154484769_2.3146149516106,Cafe Latour Maubourg,821,58 boulevard de la Tour Maubourg
48.85154484769_2.3146149516106,Des Gâteaux et du Pain,726,89 rue du Bac
48.85154484769_2.3146149516106,L'Atelier Suffren,834,110 avenue de Suffren
48.85154484769_2.3146149516106,Rose Bakery Tea Room,718,le Bon March\u00e9 Rive Gauche 24 rue S\u00e8vres
48.85154484769_2.3146149516106,Bleu Olive,934,184 rue de Grenelle
48.85154484769_2.3146149516106,Au Coin de la Rue,708,37 rue de Bourgogne
48.85154484769_2.3146149516106,Café Basile,798,2 boulevard Pasteur
48.85154484769_2.3146149516106,Le Bosquet,886,46 avenue Bosquet
48.85154484769_2.3146149516106,Cojean Raspail,879,42 boulevard Raspail
48.85154484769_2.3146149516106,Aux Ministères,513,53 avenue de Ségur
48.85154484769_2.3146149516106,Café Central,809,40 rue Cler
48.85154484769_2.3146149516106,Café des Officiers,676,3 place de l'École Militaire avenue de Tourville
48.85154484769_2.3146149516106,Le Florès,830,80 rue de Grenelle
48.85154484769_2.3146149516106,Le Drop Café,949,36 rue de Bellechasse
48.85154484769_2.3146149516106,Brasserie le Raspail,931,58 boulevard Raspail
48.85154484769_2.3146149516106,Ha'Penny Bridge Pub Colette Coleman-Cowgill,897,153 rue de Grenelle
48.85154484769_2.3146149516106,Le Nemrod,838,51 rue du Cherche-Midi
48.85154484769_2.3146149516106,Les Oiseaux,777,43 rue de Sèvres
48.85154484769_2.3146149516106,Mucha Café,985,227 boulevard Saint-Germain
48.85154484769_2.3146149516106,Bistrot des Amis,775,67 rue du Cherche Midi
48.81411442356866_2.39090770483017,Camion Pizza,66,rue Maurice Grandcoing
48.81411442356866_2.39090770483017,Cinéma le Luxy,169,77 avenue Georges Gosnat
48.81411442356866_2.39090770483017,Cafe des Sports,263,1 rue Saint Just
48.81411442356866_2.39090770483017,Le Saint Just,283,22 rue Saint-Just
48.81411442356866_2.39090770483017,Les Nains,316,rue Molière
48.81411442356866_2.39090770483017,Allo Pizza Rapido,323,49 rue de Lenine
48.81411442356866_2.39090770483017,Cacao des Iles,370,9 rue Truillot
48.81411442356866_2.39090770483017,Espace Gérard Philipe,406,12 place Gérard Philipe
48.81411442356866_2.39090770483017,Pak Kashmir,412,79 avenue Danielle Casanova
48.81411442356866_2.39090770483017,Art et Metier,464,12 Promenée Venise Gosnat
48.81411442356866_2.39090770483017,Dwitchees,469,38 rue Westermeyer
48.81411442356866_2.39090770483017,Studio du Flot,477,44 rue Jules Vanzuppe
48.81411442356866_2.39090770483017,Pause Poke,537,37 rue Jules Vanzuppe
48.81411442356866_2.39090770483017,L'avanos,553,19 Promenée Marat
48.81411442356866_2.39090770483017,Le Royal,559,27-29 rue Jules Vanzuppe
48.81411442356866_2.39090770483017,Centre d'art contemporain d'Ivry,570,"la Manufacture des Oeillets, 1 place Pierre Gosnat"
48.81411442356866_2.39090770483017,Pasta Pazza,579,27 Promenée Marat
48.81411442356866_2.39090770483017,Ambulances Michelet,589,3 rue Louis Rousseau
48.81411442356866_2.39090770483017,Graine d'Artiste,608,107 avenue Georges Gosnat
48.81411442356866_2.39090770483017,Massimo Pasta,643,30 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,Ivry Café,667,66 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,O cantinho do Lima,668,68 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,Junmai Sushi,670,44 rue Raspail
48.81411442356866_2.39090770483017,Cezam,696,59 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,Chicken Street,696,67 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,Aloy Thai (Aloy Thaï - Ivry-sur-Seine),714,89 rue Victor Hugo
48.81411442356866_2.39090770483017,Royal Kids,730,10 rue Jules Vanzuppe
48.81411442356866_2.39090770483017,Restaurant de l'Hôtel Apogia Paris,734,14 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,Théâtre Aleph,739,30 rue Christophe Colomb
48.81411442356866_2.39090770483017,L'Annexe,779,100 rue Victor Hugo
48.81411442356866_2.39090770483017,Université de l'Enseigne la Poste,790,47 boulevard Paul Vaillant Couturier
48.81411442356866_2.39090770483017,Boulangerie Boukchim,849,90 rue Gabriel Péri
48.81411442356866_2.39090770483017,Syndicat Intercommunal pour la Restauration Collective,882,15 rue Victor Hugo
48.81411442356866_2.39090770483017,Daiya Restaurant,893,36 avenue Jean Jaurès
48.81411442356866_2.39090770483017,Daiya Meilleur restaurant Festif,901,"36 avenue Jean Jaurès, 94200"
48.81411442356866_2.39090770483017,Good Thai,931,50 avenue Pierre Semard
48.81411442356866_2.39090770483017,Mazina Grill,935,48 rue Maurice Gunsbourg
48.81411442356866_2.39090770483017,Zoo Studio.,942,50 D124
48.81411442356866_2.39090770483017,Aux Délices Parisiens,188,48 rue Denis Papin
48.81411442356866_2.39090770483017,Frères,193,70 avenue Georges Gosnat
48.81411442356866_2.39090770483017,Jazz'Ivry,385,"Salle Saint-Just, 30 rue Saint-Just"
48.81411442356866_2.39090770483017,Casanova Pizza,454,8 place Voltaire
48.81411442356866_2.39090770483017,Association Culturelle Théâtre Aleph,479,69 avenue Danielle Casanova
48.81411442356866_2.39090770483017,Cafe de la Poste,498,130 avenue Danielle Casanova
48.81411442356866_2.39090770483017,Zn Production,510,42 rue Saint just
48.81411442356866_2.39090770483017,Comme A la Maison,7999,46 rue Lénine
48.81411442356866_2.39090770483017,Mongo-mboussa Boniface,570,2 rue du Colombier
48.81411442356866_2.39090770483017,Mme Agnes Thurnauer,588,107 rue Moliere
48.81411442356866_2.39090770483017,IGHMAR Taous,644,8 rue Edmée Guilloux
48.81411442356866_2.39090770483017,Eurl Gambetta le Gambetta,646,57 avenue Maurice Thorez
48.82237977153955_2.4586871266365056,Tennis Club Parisien de Joinville,178,route de la Pyramide
48.82237977153955_2.4586871266365056,Regal Shop,433,112 avenue Jean Jaurès
48.82237977153955_2.4586871266365056,Voyant Medium,443,7 avenue Jean Jaurès
48.82237977153955_2.4586871266365056,Marabout,452,16 avenue Jean Jaurès
48.82237977153955_2.4586871266365056,Voyant Marabout Africain Sakoba,452,7 avenue Jean Jaurès
48.82237977153955_2.4586871266365056,ENPP,467,48 avenue de l'École de Joinville
48.82237977153955_2.4586871266365056,Stade Municipal Jean-Pierre Garchery,471,
48.82237977153955_2.4586871266365056,Capitaine Ambulances Services,481,"21 rue Aristide Briand, 21-23"
48.82237977153955_2.4586871266365056,Vente des Domaines,482,3 avenue du chemin des Presles
48.82237977153955_2.4586871266365056,Restaurants Panoramiques de l'Hippodrome de Vincennes,543,2 route de la Ferme
48.82237977153955_2.4586871266365056,La Navette,581,8 rue de Paris
48.82237977153955_2.4586871266365056,Happy Babe,605,6 rue Jean Mermoz
48.82237977153955_2.4586871266365056,Jardins d'Arcadie,612,1 avenue du chemin de Presles
48.82237977153955_2.4586871266365056,Sodexo sports et loisirs,612,2 route de la Ferme
48.82237977153955_2.4586871266365056,Le Paristanbul,618,6 rue Jean Mermoz
48.82237977153955_2.4586871266365056,Jean ARNAUD Circus Promotion,636,2 Villa des Vignes
48.82237977153955_2.4586871266365056,Vite et Bien,702,4 rue Paul Verlaine
48.82237977153955_2.4586871266365056,Taj Mahal,716,10 rue Paul-Verlaine
48.82237977153955_2.4586871266365056,Chez Yong,717,135 rue du Maréchal Leclerc
48.82237977153955_2.4586871266365056,La Tajine d'Or,740,59 quai de la Marne
48.82237977153955_2.4586871266365056,Sushi One,742,141 rue du Maréchal Leclerc
48.82237977153955_2.4586871266365056,Scène Jacques Prevert,758,23 rue de Paris
48.82237977153955_2.4586871266365056,Salle Louis Jouvet,767,14 rue Paul Verlaine
48.82237977153955_2.4586871266365056,Bistro de Lacaze,772,268 rue du Maréchal Leclerc
48.82237977153955_2.4586871266365056,Le Palais d'Or de Joinville,805,33 rue de Paris
48.82237977153955_2.4586871266365056,Salle de réception ANAS,820,20 quai Polangis
48.82237977153955_2.4586871266365056,Laurent Marie,826,11 rue Paul Verlaine
48.82237977153955_2.4586871266365056,Hip Your Hop,835,13 rue Paul Verlaine
48.82237977153955_2.4586871266365056,Stade Pershing,802,Bois de Vincennes
48.82237977153955_2.4586871266365056,Restaurant le Petit Pont,874,40 avenue Jean d'Estienne d'Orves
48.82237977153955_2.4586871266365056,Barolo,896,40 rue de Paris
48.82237977153955_2.4586871266365056,Sogeres Joinville le Pont Sogeres,897,23 rue de Paris
48.82237977153955_2.4586871266365056,Les Tapas des Salons,989,41 avenue Joffre
48.82237977153955_2.4586871266365056,Le Pavillon Rouge,186,4 avenue de l'École de Joinville
48.82237977153955_2.4586871266365056,Pari Mutuel Urbain,504,2 route de la Ferme
48.82237977153955_2.4586871266365056,Boulangerie Saint Charles,587,8 rue de Paris
48.82237977153955_2.4586871266365056,Afm Ambulances 94,649,101 rue du Maréchal Leclerc
48.82237977153955_2.4586871266365056,Convivio-Rco Resteco,665,6 rue de l'Eglise
48.82237977153955_2.4586871266365056,Bellagio,726,28 rue de Paris
48.82237977153955_2.4586871266365056,Da Fatto,726,26 T rue de Paris
48.82237977153955_2.4586871266365056,Péniche Lapin Vert,732,59 quai de la Marne
48.82237977153955_2.4586871266365056,La Trattoria,751,141 rue du Maréchal Leclerc
48.82237977153955_2.4586871266365056,Cinéma Prévert,754,23 rue de Paris
48.82237977153955_2.4586871266365056,Sushi One,768,"262 bis, rue du Maréchal Leclerc"
48.82237977153955_2.4586871266365056,Le Palais d'or,818,33 rue de Paris
48.82237977153955_2.4586871266365056,Restaurant ANAS,820,20 quai de Polangis
48.8795431_2.3264628,La Pause Libanaise,530,10 rue de l'Isly
48.8795431_2.3264628,Hanoi Corner,449,7 rue Blanche
48.8795431_2.3264628,Amalfi,350,29 rue de Turin
48.8795431_2.3264628,Mamma Primi,614,71 rue des Dames
48.8795431_2.3264628,Pink Mamma,645,"20 bis, rue de Douai"
48.8795431_2.3264628,Restaurant Garnier,464,111 rue Saint-Lazare
48.8795431_2.3264628,Perruche,641,Printemps de l'Homme
48.8795431_2.3264628,Joe & The Juice,779,40 boulevard Haussman
48.8795431_2.3264628,Bistrot Médaillon,522,2-4 rue Joseph Sansboeuf
48.8795431_2.3264628,Moulin Rouge,670,"82 boulevard de Clichy, 18e"
48.8795431_2.3264628,Palais Garnier (Opéra Garnier),909,8 rue Scribe
48.8795431_2.3264628,Le Bon Georges,814,"45 rue Saint-Georges, 9e"
48.8795431_2.3264628,Dumbo,801,64 rue Jean-Baptiste Pigalle
48.8795431_2.3264628,L'Ebeniste du Vin,967,72 rue Boursault
48.8795431_2.3264628,Dirty Dick,832,10 rue Frochot
48.8795431_2.3264628,Acà,779,48 boulevard de Clichy
48.8795431_2.3264628,La Maison de la Truffe,989,"19 place de la Madeleine, 8e"
48.8795431_2.3264628,Bouillon Pigalle,867,22 boulevard de Clichy
48.8795431_2.3264628,Terres de Café,753,33 rue des Batignolles
48.8795431_2.3264628,Village Madeleine,866,14 rue Tronchet
48.8795431_2.3264628,CoCo,927,Palais Garnier
48.8795431_2.3264628,Le pain retrouve,984,rue des Martyrs
48.8795431_2.3264628,Café des Deux Moulins,793,"15 rue Lepic, 18e"
48.8795431_2.3264628,Clichy's Tavern,599,128 bis boulevard de Clichy
48.8795431_2.3264628,El&N,821,40 boulevard Haussman
48.8795431_2.3264628,Léon de Bruxelles,471,8 place de Clichy
48.8795431_2.3264628,Starbucks,952,"32 boulevard Haussmann, Paris"
48.8795431_2.3264628,The Cricketer,708,41 rue des Mathurins
48.8795431_2.3264628,À Côté,918,16 rue la Fayette
48.8795431_2.3264628,Nirvana Inde,39,6 rue de Moscou
48.8795431_2.3264628,Tonton des Dames,744,94 rue des Dames
48.8795431_2.3264628,L'Entracte,992,1 rue Auber
48.8795431_2.3264628,Place de Clichy,476,4 place de Clichy
48.8795431_2.3264628,La Cour de Rome,465,3 rue de la Pépinière
48.8795431_2.3264628,Indiana Café,520,79 boulevard de Clichy
48.8795431_2.3264628,Musée du Parfum,886,"9 rue Scribe, 9e"
48.8795431_2.3264628,EXKi,949,22 rue de la Chaussée d'Antin
48.8795431_2.3264628,L'Arcade Haussmann,604,82 boulevard Haussmann
48.8795431_2.3264628,Triadou Haussmann,602,80 boulevard Haussman rue de Rome
48.8795431_2.3264628,Starbucks,510,2 rue de la Pépinière
48.8795431_2.3264628,Café Marguerite,982,28 rue des Martyrs
48.8795431_2.3264628,Le Royal,902,8 rue la Fayette
48.8795431_2.3264628,Café Madeleine,955,35 place de la Madeleine
48.8795431_2.3264628,Le Vrai Paris,993,33 rue des Abbesses
48.8795431_2.3264628,Le Village Café,927,22 rue de la Terrasse
48.8795431_2.3264628,Augustin,618,15 place Richard Baret
48.8795431_2.3264628,Le Saint Jean,996,23 rue des Abbesses
48.8795431_2.3264628,Hippopotamus,494,12-14 rue de Rome
48.8795431_2.3264628,Les 2 Algos Café,329,8 rue de Londres
48.8795431_2.3264628,Mia Café,349,100 rue d'Amsterdam
48.86131452758348_2.440614402294159,Nouveau Théâtre de Montreuil,158,10 place Jean Jaurès
48.86131452758348_2.440614402294159,Le Méliès,595,35 avenue de la Résistance
48.86131452758348_2.440614402294159,Little Kitchen,364,30 rue de l'Église
48.86131452758348_2.440614402294159,Alimentari,600,6 place du Marché
48.86131452758348_2.440614402294159,Apsara,501,12 boulevard de Chanzy
48.86131452758348_2.440614402294159,La Marbrerie,322,21 rue Alexis Lepere
48.86131452758348_2.440614402294159,Le Mange Disc,598,50 rue de Romainville
48.86131452758348_2.440614402294159,Maison populaire,751,9 bis rue Dombasle
48.86131452758348_2.440614402294159,La Bottega Della Pizza,180,34 boulevard Rouget de Lisle
48.86131452758348_2.440614402294159,L'île de Robinson,904,50 rue du Sergent Bobillot
48.86131452758348_2.440614402294159,La Conquete du Pain,493,47 rue de la Beaune
48.86131452758348_2.440614402294159,Bar du Marché,613,9 9 place du Marché
48.86131452758348_2.440614402294159,Le Drunken,681,19 rue Girard
48.86131452758348_2.440614402294159,Café Salé,199,"1 avenue Pasteur, 1-3"
48.86131452758348_2.440614402294159,McDonald's,172,Mairie de Montreuil
48.86131452758348_2.440614402294159,Le Gévaudan,81,1 boulevard Rouget de Lisle
48.86131452758348_2.440614402294159,Sushi Kendo,82,19 boulevard Rouget de l'Isle
48.86131452758348_2.440614402294159,Js Maury,100,15 rue Lumieres
48.86131452758348_2.440614402294159,La Favorite,162,1 boulevard Paul Vaillant Couturier
48.86131452758348_2.440614402294159,Café Forum,176,3 place Jean Jaurès
48.86131452758348_2.440614402294159,La Romainville,180,29 boulevard Rouget de l'Isle
48.86131452758348_2.440614402294159,Le Petit Pub,222,37 boulevard Rouget de Lisle
48.86131452758348_2.440614402294159,La Maison Montreuil,225,31 rue du Capitaine Dreyfus
48.86131452758348_2.440614402294159,Mojitos,279,20 rue du capitaine Dreyfus
48.86131452758348_2.440614402294159,Opale,322,2 rue Franklin
48.86131452758348_2.440614402294159,Quick,393,55 boulevard Rouget de l'Isle
48.86131452758348_2.440614402294159,Le Ranch,432,4 boulevard de Chanzy
48.86131452758348_2.440614402294159,Le Conservatoire,433,C.C. Croix de Chavaux
48.86131452758348_2.440614402294159,Class'Croute,444,9 avenue de la Résistance
48.86131452758348_2.440614402294159,La Grande Muraille,489,2 avenue Faidherbe
48.86131452758348_2.440614402294159,La Fraschetta,641,122 avenue du President Wilson
48.86131452758348_2.440614402294159,Hamouti,656,78 rue de Rosny
48.86131452758348_2.440614402294159,Buffalo,660,78 rue de Rosny
48.86131452758348_2.440614402294159,Le Billet des Auteurs de Théâtre,695,4 rue Edouard Vaillant
48.86131452758348_2.440614402294159,Novovision,697,"26 bis, rue Kléber"
48.86131452758348_2.440614402294159,Cosa C'è Da Mangiare,699,86 boulevard Henri Barbusse
48.86131452758348_2.440614402294159,Le Berrichon,727,8 rue Edouard Vaillant
48.86131452758348_2.440614402294159,Ultrabolic,730,15 rue Kléber
48.86131452758348_2.440614402294159,L'argo'note,745,"9 Bis, rue Dombasle"
48.86131452758348_2.440614402294159,New Jack Café,752,"19 bis, rue de la Fédération"
48.86131452758348_2.440614402294159,Les Montreuillois,803,101 rue Ernest Savart
48.86131452758348_2.440614402294159,Chez Bouzid,824,58 Bis rue de Romainville
48.86131452758348_2.440614402294159,le Jean Nicot Montreuil,849,70 rue de Paris
48.86131452758348_2.440614402294159,Le Moulin du Sud,906,67 bis rue de Paris
